Ticker,Company,RecommendationKey,RecommendationMean,NumAnalysts,Price,TargetMeanPrice,UpsidePct
VRTX,Vertex Pharmaceuticals Incorpor,buy,1.65517,25.0,541.69,563.12,4.0
COR,"Cencora, Inc.",buy,1.66667,13.0,322.03,369.30768,14.7
CI,The Cigna Group,buy,1.66667,24.0,278.88,341.41666,22.4
CPAY,"Corpay, Inc.",buy,1.66667,14.0,407.88,454.57144,11.4
ABBV,AbbVie Inc.,buy,1.67742,29.0,255.48,276.5862,8.3
SYK,Stryker Corporation,buy,1.67857,25.0,330.69,382.72,15.7
HOOD,"Robinhood Markets, Inc.",buy,1.67857,26.0,104.26,121.50538,16.5
PH,Parker-Hannifin Corporation,buy,1.68,23.0,995.02,1160.9535,16.7
WELL,Welltower Inc.,buy,1.68182,22.0,238.07,256.72726,7.8
FCX,"Freeport-McMoRan, Inc.",buy,1.69565,22.0,76.45,72.04545,-5.8
LLY,Eli Lilly and Company,buy,1.7,29.0,1174.61,1315.0406,12.0
GM,General Motors Company,buy,1.7037,26.0,86.27,101.19231,17.3
LIN,Linde plc,buy,1.7037,25.0,489.51,547.24,11.8
CMG,"Chipotle Mexican Grill, Inc.",buy,1.70588,32.0,38.03,43.67188,14.8
BKR,Baker Hughes Company,buy,1.70833,23.0,62.41,72.13043,15.6
WAT,Waters Corporation,buy,1.70833,23.0,414.69,439.47827,6.0
AXON,"Axon Enterprise, Inc.",buy,1.71429,19.0,600.73,693.40424,15.4
CVX,Chevron Corporation,buy,1.72,24.0,201.86,218.29167,8.1
LHX,"L3Harris Technologies, Inc.",buy,1.72222,12.0,262.82,339.5,29.2
LH,Labcorp Holdings Inc.,buy,1.72222,16.0,335.11,341.5,1.9
CRM,"Salesforce, Inc.",buy,1.72222,52.0,256.0,262.54135,2.6
MDT,Medtronic plc.,buy,1.72414,25.0,91.23,98.84,8.3
SCHW,Charles Schwab Corporation (The,buy,1.72727,20.0,110.16,124.95,13.4
IRM,Iron Mountain Incorporated (Del,buy,1.72727,10.0,117.4,146.1,24.4
A,"Agilent Technologies, Inc.",buy,1.72727,20.0,153.84,174.4,13.4
AJG,Arthur J. Gallagher & Co.,buy,1.72727,18.0,267.56,291.55557,9.0
GEHC,GE HealthCare Technologies Inc.,buy,1.73684,18.0,71.725,82.5,15.0
ETR,Entergy Corporation,buy,1.73913,20.0,105.75,123.325,16.6
CRWD,"CrowdStrike Holdings, Inc.",buy,1.7451,49.0,218.4,227.58163,4.2
CRL,Charles River Laboratories Inte,buy,1.75,14.0,291.5,281.0,-3.6
AME,"AMETEK, Inc.",buy,1.75,18.0,236.25,277.5,17.5
WM,"Waste Management, Inc.",buy,1.75,25.0,219.66,259.92,18.3
RCL,Royal Caribbean Cruises Ltd.,buy,1.75,26.0,279.41,346.92307,24.2
IFF,International Flavors & Fragran,buy,1.75,18.0,87.95,95.65556,8.8
KO,Coca-Cola Company (The),buy,1.75,23.0,89.66,94.69565,5.6
ROST,"Ross Stores, Inc.",buy,1.75,18.0,228.55,269.94443,18.1
LVS,Las Vegas Sands Corp.,buy,1.75,19.0,45.04,59.06842,31.1
MRK,"Merck & Company, Inc.",buy,1.75,26.0,148.35,148.73077,0.3
HAL,Halliburton Company,buy,1.75,25.0,36.18,43.12,19.2
GILD,"Gilead Sciences, Inc.",buy,1.75,27.0,145.68,157.40741,8.1
EFX,"Equifax, Inc.",buy,1.75,21.0,194.35,211.5238,8.8
MCO,Moody's Corporation,buy,1.75,21.0,514.95,560.4762,8.8
WTW,Willis Towers Watson Public Lim,buy,1.7619,19.0,343.75,379.94736,10.5
APO,"Apollo Global Management, Inc. ",buy,1.7619,19.0,135.04,152.84212,13.2
FITB,Fifth Third Bancorp,buy,1.7619,20.0,54.54,62.9,15.3
CTVA,"Corteva, Inc.",buy,1.7619,20.0,83.9,92.1,9.8
NFLX,"Netflix, Inc.",buy,1.76471,45.0,81.72,93.66,14.6
JKHY,"Jack Henry & Associates, Inc.",buy,1.76471,15.0,169.73,191.53333,12.8
NDAQ,"Nasdaq, Inc.",buy,1.76471,15.0,99.31,109.8,10.6
ELV,"Elevance Health, Inc.",buy,1.77273,21.0,394.43,449.09525,13.9
TPR,"Tapestry, Inc.",buy,1.77273,20.0,125.49,167.4,33.4
DELL,Dell Technologies Inc.,buy,1.77778,23.0,456.24,510.26086,11.8
TEL,TE Connectivity plc,buy,1.78947,19.0,202.66,246.78947,21.8
CHRW,"C.H. Robinson Worldwide, Inc.",buy,1.8,25.0,150.39,199.84,32.9
UNP,Union Pacific Corporation,buy,1.8,24.0,307.41,329.25,7.1
HBAN,Huntington Bancshares Incorpora,buy,1.8,19.0,16.92,20.3,20.0
LOW,"Lowe's Companies, Inc.",buy,1.8,33.0,208.05,254.36365,22.3
CDW,CDW Corporation,buy,1.8,9.0,147.69,155.88889,5.6
